"","past_pts","window","seasonality","age_int","pts_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"3.35","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg1",-2.75016119372401e-06,7.59649766835016e-06,-0.362030150444487,0.717329499709397,NA,NA,5454392801
"3.36","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg2",-2.13466250106436e-05,3.52997890261357e-06,-6.0472386944972,1.47349384971815e-09,NA,NA,5454392801
"3.37","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg3",-2.3247525438525e-05,3.7426707638404e-06,-6.21148022506538,5.24878009792519e-10,NA,NA,5454392801
"3.38","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg4",-1.2869790261534e-05,1.23733252013165e-05,-1.04012381895246,0.298282378868314,NA,NA,5454392801
"3.39","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg5",-9.59979872792997e-06,1.05995312528912e-05,-0.905681439951552,0.365104489051642,NA,NA,5454392801
"3.40","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg6",-5.0884111737527e-05,1.41055402123869e-05,-3.60738482690954,0.000309298760089918,NA,NA,5454392801
"3.41","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg7",-3.34028567842145e-05,2.69692044335845e-05,-1.23855551121183,0.215510152451779,NA,NA,5454392801
"3.42","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg8",-4.64976297381471e-05,2.78074299147532e-05,-1.67212971068131,0.0944987471474086,NA,NA,5454392801
"3.43","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg9",3.24421754911376e-05,2.67685512693051e-05,1.21195111251083,0.225531094984094,NA,NA,5454392801
"3.44","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg10-150",-0.000225692960551904,2.9552064452646e-05,-7.6371300865817,2.22117090443395e-14,NA,NA,5454392801
"4","all","4 yr.","mnwk","with","with","all","Female","LPM","(Intercept)",-4.93926112293986e-05,1.2513864407725e-06,-39.4703103854217,0,NA,NA,5454392801
"4.1","all","4 yr.","mnwk","with","with","all","Female","LPM","policyTRUE",0.000200343789123662,2.14304006416091e-06,93.4857880046704,0,NA,NA,5454392801
"4.2","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp20-24",0.000146298373749642,1.62906701304987e-06,89.805006533002,0,NA,NA,5454392801
"4.3","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp25-34",0.000102023842683641,1.24687472797418e-06,81.8236510811321,0,NA,NA,5454392801
"4.4","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp35-44",8.9902809669845e-05,1.21457945929338e-06,74.0197020309804,0,NA,NA,5454392801
"4.5","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp45-54",5.65379142308592e-05,1.17218946465543e-06,48.2327438828149,0,NA,NA,5454392801
"4.6","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp55-64",2.14422476724957e-05,1.18594695273372e-06,18.0802755326192,4.55800978400315e-73,NA,NA,5454392801
"4.7","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp65-199",-1.52220368637837e-05,1.18195284973262e-06,-12.8787175116395,5.93130403301287e-38,NA,NA,5454392801
"4.8","all","4 yr.","mnwk","with","with","all","Female","LPM","curr_pts_reg1",0.000419944198397682,5.67254257559152e-06,74.0310350784615,0,NA,NA,5454392801
"4.9","all","4 yr.","mnwk","with","with","all","Female","LPM","curr_pts_reg2",0.000476738441406908,2.66701754966403e-06,178.753394954962,0,NA,NA,5454392801
"4.10","all","4 yr.","mnwk","with","with","all","Female","LPM","curr_pts_reg3",0.000538889568844012,2.70611912905858e-06,199.137415296083,0,NA,NA,5454392801
